Date,blockchain/block_count
2012-07-02,152.0
2012-07-03,160.0
2012-07-04,150.0
2012-07-05,144.0
2012-07-06,155.0
2012-07-07,166.0
2012-07-08,153.0
2012-07-09,163.0
2012-07-10,150.0
2012-07-11,134.0
2012-07-12,150.0
2012-07-13,163.0
2012-07-14,161.0
2012-07-15,140.0
2012-07-16,150.0
2012-07-17,172.0
2012-07-18,155.0
2012-07-19,135.0
2012-07-20,148.0
2012-07-21,141.0
2012-07-22,155.0
2012-07-23,141.0
2012-07-24,161.0
2012-07-25,160.0
2012-07-26,169.0
2012-07-27,178.0
2012-07-28,153.0
2012-07-29,166.0
2012-07-30,176.0
2012-07-31,130.0
2012-08-01,134.0
2012-08-02,165.0
2012-08-03,162.0
2012-08-04,156.0
2012-08-05,139.0
2012-08-06,140.0
2012-08-07,164.0
2012-08-08,166.0
2012-08-09,170.0
2012-08-10,156.0
2012-08-11,168.0
2012-08-12,159.0
2012-08-13,160.0
2012-08-14,157.0
2012-08-15,167.0
2012-08-16,154.0
2012-08-17,138.0
2012-08-18,151.0
2012-08-19,182.0
2012-08-20,174.0
2012-08-21,173.0
2012-08-22,156.0
2012-08-23,165.0
2012-08-24,148.0
2012-08-25,138.0
2012-08-26,179.0
2012-08-27,145.0
2012-08-28,151.0
2012-08-29,168.0
2012-08-30,154.0
2012-08-31,140.0
2012-09-01,161.0
2012-09-02,164.0
2012-09-03,157.0
2012-09-04,153.0
2012-09-05,180.0
2012-09-06,171.0
2012-09-07,168.0
2012-09-08,145.0
2012-09-09,159.0
2012-09-10,150.0
2012-09-11,145.0
2012-09-12,155.0
2012-09-13,130.0
2012-09-14,162.0
2012-09-15,144.0
2012-09-16,161.0
2012-09-17,168.0
2012-09-18,167.0
2012-09-19,141.0
2012-09-20,152.0
2012-09-21,169.0
2012-09-22,157.0
2012-09-23,158.0
2012-09-24,153.0
2012-09-25,139.0
2012-09-26,140.0
2012-09-27,161.0
2012-09-28,158.0
2012-09-29,168.0
2012-09-30,159.0
2012-10-01,131.0
2012-10-02,146.0
2012-10-03,133.0
2012-10-04,131.0
2012-10-05,136.0
2012-10-06,155.0
2012-10-07,125.0
2012-10-08,178.0
2012-10-09,142.0
2012-10-10,149.0
2012-10-11,138.0
2012-10-12,149.0
2012-10-13,148.0
2012-10-14,127.0
2012-10-15,169.0
2012-10-16,155.0
2012-10-17,142.0
2012-10-18,157.0
2012-10-19,135.0
2012-10-20,158.0
2012-10-21,161.0
2012-10-22,157.0
2012-10-23,130.0
2012-10-24,162.0
2012-10-25,143.0
2012-10-26,165.0
2012-10-27,175.0
2012-10-28,166.0
2012-10-29,158.0
2012-10-30,143.0
2012-10-31,144.0
2012-11-01,137.0
2012-11-02,143.0
2012-11-03,146.0
2012-11-04,157.0
2012-11-05,160.0
2012-11-06,135.0
2012-11-07,157.0
2012-11-08,154.0
2012-11-09,152.0
2012-11-10,144.0
2012-11-11,147.0
2012-11-12,132.0
2012-11-13,140.0
2012-11-14,143.0
2012-11-15,136.0
2012-11-16,145.0
2012-11-17,140.0
2012-11-18,146.0
2012-11-19,146.0
2012-11-20,147.0
2012-11-21,152.0
2012-11-22,144.0
2012-11-23,163.0
2012-11-24,151.0
2012-11-25,146.0
2012-11-26,157.0
2012-11-27,148.0
2012-11-28,172.0
2012-11-29,166.0
2012-11-30,125.0
2012-12-01,167.0
2012-12-02,143.0
2012-12-03,147.0
2012-12-04,112.0
2012-12-05,122.0
2012-12-06,137.0
2012-12-07,129.0
2012-12-08,138.0
2012-12-09,126.0
2012-12-10,143.0
2012-12-11,144.0
2012-12-12,130.0
2012-12-13,131.0
2012-12-14,106.0
2012-12-15,116.0
2012-12-16,111.0
2012-12-17,134.0
2012-12-18,125.0
2012-12-19,142.0
2012-12-20,106.0
2012-12-21,126.0
2012-12-22,153.0
2012-12-23,122.0
2012-12-24,132.0
2012-12-25,124.0
2012-12-26,154.0
2012-12-27,156.0
2012-12-28,169.0
2012-12-29,144.0
2012-12-30,166.0
2012-12-31,158.0
2013-01-01,162.0
2013-01-02,153.0
2013-01-03,162.0
2013-01-04,153.0
2013-01-05,141.0
2013-01-06,145.0
2013-01-07,168.0
2013-01-08,133.0
2013-01-09,130.0
2013-01-10,147.0
2013-01-11,117.0
2013-01-12,122.0
2013-01-13,133.0
2013-01-14,157.0
2013-01-15,121.0
2013-01-16,131.0
2013-01-17,111.0
2013-01-18,121.0
2013-01-19,154.0
2013-01-20,130.0
2013-01-21,132.0
2013-01-22,144.0
2013-01-23,126.0
2013-01-24,156.0
2013-01-25,137.0
2013-01-26,156.0
2013-01-27,151.0
2013-01-28,147.0
2013-01-29,158.0
2013-01-30,153.0
2013-01-31,193.0
2013-02-01,147.0
2013-02-02,153.0
2013-02-03,186.0
2013-02-04,164.0
2013-02-05,167.0
2013-02-06,146.0
2013-02-07,154.0
2013-02-08,151.0
2013-02-09,143.0
2013-02-10,161.0
2013-02-11,159.0
2013-02-12,139.0
2013-02-13,171.0
2013-02-14,151.0
2013-02-15,179.0
2013-02-16,189.0
2013-02-17,188.0
2013-02-18,161.0
2013-02-19,159.0
2013-02-20,193.0
2013-02-21,176.0
2013-02-22,170.0
2013-02-23,164.0
2013-02-24,156.0
2013-02-25,204.0
2013-02-26,166.0
2013-02-27,193.0
2013-02-28,168.0
2013-03-01,152.0
2013-03-02,145.0
2013-03-03,161.0
2013-03-04,179.0
2013-03-05,139.0
2013-03-06,155.0
2013-03-07,160.0
2013-03-08,160.0
2013-03-09,169.0
2013-03-10,183.0
2013-03-11,164.0
2013-03-12,135.0
2013-03-13,157.0
2013-03-14,179.0
2013-03-15,172.0
2013-03-16,175.0
2013-03-17,209.0
2013-03-18,190.0
2013-03-19,170.0
2013-03-20,211.0
2013-03-21,218.0
2013-03-22,229.0
2013-03-23,217.0
2013-03-24,189.0
2013-03-25,144.0
2013-03-26,151.0
2013-03-27,131.0
2013-03-28,183.0
2013-03-29,174.0
2013-03-30,173.0
2013-03-31,169.0
2013-04-01,198.0
2013-04-02,181.0
2013-04-03,175.0
2013-04-04,154.0
2013-04-05,158.0
2013-04-06,163.0
2013-04-07,164.0
2013-04-08,155.0
2013-04-09,176.0
2013-04-10,191.0
2013-04-11,160.0
2013-04-12,173.0
2013-04-13,167.0
2013-04-14,153.0
2013-04-15,164.0
2013-04-16,177.0
2013-04-17,171.0
2013-04-18,147.0
2013-04-19,137.0
2013-04-20,154.0
2013-04-21,176.0
2013-04-22,153.0
2013-04-23,168.0
2013-04-24,162.0
2013-04-25,172.0
2013-04-26,171.0
2013-04-27,147.0
2013-04-28,177.0
2013-04-29,174.0
2013-04-30,149.0
2013-05-01,151.0
2013-05-02,134.0
2013-05-03,137.0
2013-05-04,159.0
2013-05-05,165.0
2013-05-06,166.0
2013-05-07,168.0
2013-05-08,165.0
2013-05-09,164.0
2013-05-10,172.0
2013-05-11,182.0
2013-05-12,168.0
2013-05-13,174.0
2013-05-14,154.0
2013-05-15,141.0
2013-05-16,148.0
2013-05-17,161.0
2013-05-18,149.0
2013-05-19,156.0
2013-05-20,129.0
2013-05-21,151.0
2013-05-22,156.0
2013-05-23,174.0
2013-05-24,169.0
2013-05-25,165.0
2013-05-26,163.0
2013-05-27,176.0
2013-05-28,158.0
2013-05-29,168.0
2013-05-30,179.0
2013-05-31,175.0
2013-06-01,213.0
2013-06-02,199.0
2013-06-03,213.0
2013-06-04,213.0
2013-06-05,184.0
2013-06-06,181.0
2013-06-07,161.0
2013-06-08,181.0
2013-06-09,159.0
2013-06-10,174.0
2013-06-11,180.0
2013-06-12,203.0
2013-06-13,186.0
2013-06-14,180.0
2013-06-15,173.0
2013-06-16,185.0
2013-06-17,145.0
2013-06-18,140.0
2013-06-19,136.0
2013-06-20,154.0
2013-06-21,168.0
2013-06-22,176.0
2013-06-23,165.0
2013-06-24,150.0
2013-06-25,157.0
2013-06-26,174.0
2013-06-27,167.0
2013-06-28,169.0
2013-06-29,169.0
2013-06-30,153.0
2013-07-01,157.0
2013-07-02,153.0
2013-07-03,184.0
2013-07-04,165.0
2013-07-05,186.0
2013-07-06,187.0
2013-07-07,186.0
2013-07-08,192.0
2013-07-09,185.0
2013-07-10,195.0
2013-07-11,174.0
2013-07-12,154.0
2013-07-13,157.0
2013-07-14,172.0
2013-07-15,164.0
2013-07-16,164.0
2013-07-17,184.0
2013-07-18,161.0
2013-07-19,171.0
2013-07-20,186.0
2013-07-21,199.0
2013-07-22,165.0
2013-07-23,141.0
2013-07-24,159.0
2013-07-25,146.0
2013-07-26,164.0
2013-07-27,181.0
2013-07-28,168.0
2013-07-29,178.0
2013-07-30,197.0
2013-07-31,190.0
2013-08-01,177.0
2013-08-02,192.0
2013-08-03,170.0
2013-08-04,179.0
2013-08-05,189.0
2013-08-06,190.0
2013-08-07,186.0
2013-08-08,205.0
2013-08-09,195.0
2013-08-10,210.0
2013-08-11,216.0
2013-08-12,216.0
2013-08-13,183.0
2013-08-14,168.0
2013-08-15,170.0
2013-08-16,168.0
2013-08-17,190.0
2013-08-18,194.0
2013-08-19,177.0
2013-08-20,190.0
2013-08-21,196.0
2013-08-22,216.0
2013-08-23,196.0
2013-08-24,183.0
2013-08-25,151.0
2013-08-26,166.0
2013-08-27,169.0
2013-08-28,178.0
2013-08-29,189.0
2013-08-30,205.0
2013-08-31,223.0
2013-09-01,221.0
2013-09-02,215.0
2013-09-03,194.0
2013-09-04,163.0
2013-09-05,179.0
2013-09-06,185.0
2013-09-07,145.0
2013-09-08,157.0
2013-09-09,203.0
2013-09-10,191.0
2013-09-11,200.0
2013-09-12,213.0
2013-09-13,204.0
2013-09-14,218.0
2013-09-15,181.0
2013-09-16,154.0
2013-09-17,179.0
2013-09-18,165.0
2013-09-19,190.0
2013-09-20,200.0
2013-09-21,189.0
2013-09-22,203.0
2013-09-23,210.0
2013-09-24,212.0
2013-09-25,206.0
2013-09-26,162.0
2013-09-27,178.0
2013-09-28,177.0
2013-09-29,170.0
2013-09-30,163.0
2013-10-01,187.0
2013-10-02,191.0
2013-10-03,199.0
2013-10-04,180.0
2013-10-05,219.0
2013-10-06,185.0
2013-10-07,156.0
2013-10-08,161.0
2013-10-09,179.0
2013-10-10,192.0
2013-10-11,185.0
2013-10-12,214.0
2013-10-13,221.0
2013-10-14,250.0
2013-10-15,260.0
2013-10-16,210.0
2013-10-17,167.0
2013-10-18,192.0
2013-10-19,223.0
2013-10-20,199.0
2013-10-21,211.0
2013-10-22,245.0
2013-10-23,221.0
2013-10-24,215.0
2013-10-25,235.0
2013-10-26,182.0
2013-10-27,179.0
2013-10-28,175.0
2013-10-29,160.0
2013-10-30,195.0
2013-10-31,211.0
2013-11-01,208.0
2013-11-02,202.0
2013-11-03,192.0
2013-11-04,195.0
2013-11-05,174.0
2013-11-06,163.0
2013-11-07,144.0
2013-11-08,134.0
2013-11-09,148.0
2013-11-10,171.0
2013-11-11,187.0
2013-11-12,201.0
2013-11-13,168.0
2013-11-14,183.0
2013-11-15,166.0
2013-11-16,194.0
2013-11-17,186.0
2013-11-18,156.0
2013-11-19,161.0
2013-11-20,164.0
2013-11-21,150.0
2013-11-22,172.0
2013-11-23,170.0
2013-11-24,168.0
2013-11-25,173.0
2013-11-26,159.0
2013-11-27,173.0
2013-11-28,181.0
2013-11-29,173.0
2013-11-30,176.0
2013-12-01,195.0
2013-12-02,159.0
2013-12-03,200.0
2013-12-04,171.0
2013-12-05,170.0
2013-12-06,208.0
2013-12-07,195.0
2013-12-08,195.0
2013-12-09,176.0
2013-12-10,192.0
2013-12-11,165.0
2013-12-12,163.0
2013-12-13,174.0
2013-12-14,198.0
2013-12-15,177.0
2013-12-16,201.0
2013-12-17,203.0
2013-12-18,199.0
2013-12-19,226.0
2013-12-20,178.0
2013-12-21,161.0
2013-12-22,169.0
2013-12-23,171.0
2013-12-24,169.0
2013-12-25,162.0
2013-12-26,180.0
2013-12-27,184.0
2013-12-28,150.0
2013-12-29,168.0
2013-12-30,173.0
2013-12-31,184.0
2014-01-01,205.0
2014-01-02,134.0
2014-01-03,161.0
2014-01-04,141.0
2014-01-05,193.0
2014-01-06,186.0
2014-01-07,177.0
2014-01-08,193.0
2014-01-09,207.0
2014-01-10,187.0
2014-01-11,210.0
2014-01-12,207.0
2014-01-13,169.0
2014-01-14,162.0
2014-01-15,184.0
2014-01-16,185.0
2014-01-17,152.0
2014-01-18,174.0
2014-01-19,169.0
2014-01-20,195.0
2014-01-21,166.0
2014-01-22,192.0
2014-01-23,177.0
2014-01-24,189.0
2014-01-25,165.0
2014-01-26,152.0
2014-01-27,174.0
2014-01-28,154.0
2014-01-29,152.0
2014-01-30,176.0
2014-01-31,184.0
2014-02-01,189.0
2014-02-02,186.0
2014-02-03,181.0
2014-02-04,172.0
2014-02-05,168.0
2014-02-06,182.0
2014-02-07,155.0
2014-02-08,182.0
2014-02-09,138.0
2014-02-10,156.0
2014-02-11,164.0
2014-02-12,178.0
2014-02-13,178.0
2014-02-14,191.0
2014-02-15,187.0
2014-02-16,195.0
2014-02-17,155.0
2014-02-18,163.0
2014-02-19,200.0
2014-02-20,177.0
2014-02-21,152.0
2014-02-22,180.0
2014-02-23,168.0
2014-02-24,191.0
2014-02-25,161.0
2014-02-26,184.0
2014-02-27,188.0
2014-02-28,181.0
2014-03-01,144.0
2014-03-02,140.0
2014-03-03,148.0
2014-03-04,149.0
2014-03-05,156.0
2014-03-06,173.0
2014-03-07,166.0
2014-03-08,168.0
2014-03-09,179.0
2014-03-10,149.0
2014-03-11,168.0
2014-03-12,182.0
2014-03-13,162.0
2014-03-14,133.0
2014-03-15,165.0
2014-03-16,171.0
2014-03-17,161.0
2014-03-18,146.0
2014-03-19,160.0
2014-03-20,177.0
2014-03-21,186.0
2014-03-22,170.0
2014-03-23,214.0
2014-03-24,188.0
2014-03-25,157.0
2014-03-26,159.0
2014-03-27,173.0
2014-03-28,174.0
2014-03-29,175.0
2014-03-30,140.0
2014-03-31,180.0
2014-04-01,171.0
2014-04-02,197.0
2014-04-03,204.0
2014-04-04,195.0
2014-04-05,171.0
2014-04-06,151.0
2014-04-07,151.0
2014-04-08,134.0
2014-04-09,161.0
2014-04-10,155.0
2014-04-11,169.0
2014-04-12,161.0
2014-04-13,187.0
2014-04-14,193.0
2014-04-15,182.0
2014-04-16,159.0
2014-04-17,169.0
2014-04-18,160.0
2014-04-19,159.0
2014-04-20,178.0
2014-04-21,171.0
2014-04-22,154.0
2014-04-23,165.0
2014-04-24,151.0
2014-04-25,182.0
2014-04-26,163.0
2014-04-27,177.0
2014-04-28,152.0
2014-04-29,171.0
2014-04-30,137.0
2014-05-01,176.0
2014-05-02,161.0
2014-05-03,142.0
2014-05-04,151.0
2014-05-05,125.0
2014-05-06,194.0
2014-05-07,159.0
2014-05-08,167.0
2014-05-09,170.0
2014-05-10,179.0
2014-05-11,152.0
2014-05-12,164.0
2014-05-13,162.0
2014-05-14,150.0
2014-05-15,171.0
2014-05-16,181.0
2014-05-17,173.0
2014-05-18,172.0
2014-05-19,168.0
2014-05-20,177.0
2014-05-21,175.0
2014-05-22,172.0
2014-05-23,165.0
2014-05-24,154.0
2014-05-25,161.0
2014-05-26,158.0
2014-05-27,136.0
2014-05-28,169.0
2014-05-29,141.0
2014-05-30,167.0
2014-05-31,147.0
2014-06-01,175.0
2014-06-02,193.0
2014-06-03,178.0
2014-06-04,181.0
2014-06-05,152.0
2014-06-06,139.0
2014-06-07,155.0
2014-06-08,136.0
2014-06-09,156.0
2014-06-10,167.0
2014-06-11,146.0
2014-06-12,172.0
2014-06-13,163.0
2014-06-14,178.0
2014-06-15,190.0
2014-06-16,188.0
2014-06-17,184.0
2014-06-18,158.0
2014-06-19,167.0
2014-06-20,186.0
2014-06-21,186.0
2014-06-22,180.0
2014-06-23,176.0
2014-06-24,188.0
2014-06-25,187.0
2014-06-26,171.0
2014-06-27,197.0
2014-06-28,182.0
2014-06-29,157.0
2014-06-30,132.0
2014-07-01,133.0
2014-07-02,137.0
2014-07-03,139.0
2014-07-04,166.0
2014-07-05,152.0
2014-07-06,142.0
2014-07-07,150.0
2014-07-08,150.0
2014-07-09,166.0
2014-07-10,149.0
2014-07-11,156.0
2014-07-12,157.0
2014-07-13,160.0
2014-07-14,135.0
2014-07-15,159.0
2014-07-16,144.0
2014-07-17,172.0
2014-07-18,172.0
2014-07-19,177.0
2014-07-20,155.0
2014-07-21,155.0
2014-07-22,142.0
2014-07-23,146.0
2014-07-24,143.0
2014-07-25,163.0
2014-07-26,134.0
2014-07-27,153.0
2014-07-28,150.0
2014-07-29,149.0
2014-07-30,172.0
2014-07-31,154.0
2014-08-01,157.0
2014-08-02,163.0
2014-08-03,154.0
2014-08-04,128.0
2014-08-05,135.0
2014-08-06,164.0
2014-08-07,160.0
2014-08-08,158.0
2014-08-09,182.0
2014-08-10,177.0
2014-08-11,182.0
2014-08-12,174.0
2014-08-13,145.0
2014-08-14,180.0
2014-08-15,165.0
2014-08-16,158.0
2014-08-17,170.0
2014-08-18,198.0
2014-08-19,186.0
2014-08-20,169.0
2014-08-21,165.0
2014-08-22,157.0
2014-08-23,162.0
2014-08-24,146.0
2014-08-25,137.0
2014-08-26,173.0
2014-08-27,169.0
2014-08-28,173.0
2014-08-29,170.0
2014-08-30,182.0
2014-08-31,188.0
2014-09-01,136.0
2014-09-02,147.0
2014-09-03,169.0
2014-09-04,158.0
2014-09-05,145.0
2014-09-06,179.0
2014-09-07,155.0
2014-09-08,144.0
2014-09-09,146.0
2014-09-10,157.0
2014-09-11,170.0
2014-09-12,154.0
2014-09-13,181.0
2014-09-14,158.0
2014-09-15,158.0
2014-09-16,171.0
2014-09-17,186.0
2014-09-18,179.0
2014-09-19,171.0
2014-09-20,176.0
2014-09-21,164.0
2014-09-22,168.0
2014-09-23,150.0
2014-09-24,156.0
2014-09-25,172.0
2014-09-26,134.0
2014-09-27,134.0
2014-09-28,130.0
2014-09-29,137.0
2014-09-30,153.0
2014-10-01,155.0
2014-10-02,138.0
2014-10-03,146.0
2014-10-04,154.0
2014-10-05,169.0
2014-10-06,161.0
2014-10-07,134.0
2014-10-08,144.0
2014-10-09,148.0
2014-10-10,155.0
2014-10-11,144.0
2014-10-12,148.0
2014-10-13,155.0
2014-10-14,132.0
2014-10-15,151.0
2014-10-16,148.0
2014-10-17,142.0
2014-10-18,164.0
2014-10-19,133.0
2014-10-20,137.0
2014-10-21,153.0
2014-10-22,159.0
2014-10-23,151.0
2014-10-24,159.0
2014-10-25,155.0
2014-10-26,125.0
2014-10-27,159.0
2014-10-28,138.0
2014-10-29,155.0
2014-10-30,170.0
2014-10-31,188.0
2014-11-01,159.0
2014-11-02,155.0
2014-11-03,169.0
2014-11-04,162.0
2014-11-05,138.0
2014-11-06,154.0
2014-11-07,150.0
2014-11-08,153.0
2014-11-09,150.0
2014-11-10,147.0
2014-11-11,129.0
2014-11-12,147.0
2014-11-13,145.0
2014-11-14,154.0
2014-11-15,140.0
2014-11-16,150.0
2014-11-17,144.0
2014-11-18,154.0
2014-11-19,141.0
2014-11-20,138.0
2014-11-21,127.0
2014-11-22,154.0
2014-11-23,142.0
2014-11-24,147.0
2014-11-25,132.0
2014-11-26,137.0
2014-11-27,141.0
2014-11-28,148.0
2014-11-29,157.0
2014-11-30,160.0
2014-12-01,130.0
2014-12-02,150.0
2014-12-03,116.0
2014-12-04,146.0
2014-12-05,156.0
2014-12-06,137.0
2014-12-07,126.0
2014-12-08,163.0
2014-12-09,142.0
2014-12-10,143.0
2014-12-11,148.0
2014-12-12,141.0
2014-12-13,146.0
2014-12-14,141.0
2014-12-15,141.0
2014-12-16,143.0
2014-12-17,128.0
2014-12-18,129.0
2014-12-19,137.0
2014-12-20,134.0
2014-12-21,132.0
2014-12-22,164.0
2014-12-23,150.0
2014-12-24,153.0
2014-12-25,158.0
2014-12-26,152.0
2014-12-27,152.0
2014-12-28,169.0
2014-12-29,164.0
2014-12-30,155.0
2014-12-31,152.0
2015-01-01,165.0
2015-01-02,165.0
2015-01-03,162.0
2015-01-04,172.0
2015-01-05,156.0
2015-01-06,158.0
2015-01-07,140.0
2015-01-08,147.0
2015-01-09,140.0
2015-01-10,147.0
2015-01-11,155.0
2015-01-12,142.0
2015-01-13,127.0
2015-01-14,145.0
2015-01-15,151.0
2015-01-16,139.0
2015-01-17,138.0
2015-01-18,153.0
2015-01-19,144.0
2015-01-20,118.0
2015-01-21,149.0
2015-01-22,135.0
2015-01-23,124.0
2015-01-24,126.0
2015-01-25,125.0
2015-01-26,127.0
2015-01-27,149.0
2015-01-28,164.0
2015-01-29,164.0
2015-01-30,138.0
2015-01-31,166.0
2015-02-01,155.0
2015-02-02,159.0
2015-02-03,127.0
2015-02-04,159.0
2015-02-05,159.0
2015-02-06,177.0
2015-02-07,159.0
2015-02-08,132.0
2015-02-09,161.0
2015-02-10,144.0
2015-02-11,158.0
2015-02-12,119.0
2015-02-13,146.0
2015-02-14,160.0
2015-02-15,140.0
2015-02-16,157.0
2015-02-17,149.0
2015-02-18,167.0
2015-02-19,166.0
2015-02-20,158.0
2015-02-21,142.0
2015-02-22,151.0
2015-02-23,142.0
2015-02-24,129.0
2015-02-25,159.0
2015-02-26,150.0
2015-02-27,152.0
2015-02-28,142.0
2015-03-01,140.0
2015-03-02,158.0
2015-03-03,158.0
2015-03-04,140.0
2015-03-05,132.0
2015-03-06,148.0
2015-03-07,140.0
2015-03-08,156.0
2015-03-09,144.0
2015-03-10,152.0
2015-03-11,154.0
2015-03-12,131.0
2015-03-13,146.0
2015-03-14,131.0
2015-03-15,143.0
2015-03-16,139.0
2015-03-17,128.0
2015-03-18,153.0
2015-03-19,137.0
2015-03-20,136.0
2015-03-21,151.0
2015-03-22,142.0
2015-03-23,145.0
2015-03-24,173.0
2015-03-25,162.0
2015-03-26,148.0
2015-03-27,171.0
2015-03-28,148.0
2015-03-29,153.0
2015-03-30,142.0
2015-03-31,150.0
2015-04-01,132.0
2015-04-02,166.0
2015-04-03,146.0
2015-04-04,153.0
2015-04-05,148.0
2015-04-06,126.0
2015-04-07,152.0
2015-04-08,125.0
2015-04-09,133.0
2015-04-10,152.0
2015-04-11,140.0
2015-04-12,128.0
2015-04-13,156.0
2015-04-14,149.0
2015-04-15,122.0
2015-04-16,138.0
2015-04-17,126.0
2015-04-18,146.0
2015-04-19,145.0
2015-04-20,154.0
2015-04-21,153.0
2015-04-22,152.0
2015-04-23,130.0
2015-04-24,124.0
2015-04-25,163.0
2015-04-26,144.0
2015-04-27,137.0
2015-04-28,153.0
2015-04-29,127.0
2015-04-30,134.0
2015-05-01,148.0
2015-05-02,147.0
2015-05-03,141.0
2015-05-04,128.0
2015-05-05,154.0
2015-05-06,161.0
2015-05-07,141.0
2015-05-08,150.0
2015-05-09,129.0
2015-05-10,129.0
2015-05-11,158.0
2015-05-12,150.0
2015-05-13,162.0
2015-05-14,154.0
2015-05-15,147.0
2015-05-16,132.0
2015-05-17,171.0
2015-05-18,144.0
2015-05-19,130.0
2015-05-20,145.0
2015-05-21,155.0
2015-05-22,138.0
2015-05-23,112.0
2015-05-24,146.0
2015-05-25,141.0
2015-05-26,144.0
2015-05-27,138.0
2015-05-28,132.0
2015-05-29,154.0
2015-05-30,136.0
2015-05-31,148.0
2015-06-01,132.0
2015-06-02,150.0
2015-06-03,142.0
2015-06-04,141.0
2015-06-05,138.0
2015-06-06,178.0
2015-06-07,149.0
2015-06-08,157.0
2015-06-09,151.0
2015-06-10,169.0
2015-06-11,135.0
2015-06-12,142.0
2015-06-13,159.0
2015-06-14,148.0
2015-06-15,144.0
2015-06-16,118.0
2015-06-17,158.0
2015-06-18,156.0
2015-06-19,147.0
2015-06-20,134.0
2015-06-21,124.0
2015-06-22,153.0
2015-06-23,140.0
2015-06-24,156.0
2015-06-25,152.0
2015-06-26,154.0
2015-06-27,129.0
2015-06-28,141.0
2015-06-29,140.0
2015-06-30,145.0
2015-07-01,135.0
2015-07-02,154.0
2015-07-03,161.0
2015-07-04,152.0
2015-07-05,142.0
2015-07-06,181.0
2015-07-07,134.0
2015-07-08,161.0
2015-07-09,133.0
2015-07-10,154.0
2015-07-11,148.0
2015-07-12,135.0
2015-07-13,148.0
2015-07-14,144.0
2015-07-15,153.0
2015-07-16,134.0
2015-07-17,147.0
2015-07-18,149.0
2015-07-19,152.0
2015-07-20,156.0
2015-07-21,127.0
2015-07-22,154.0
2015-07-23,140.0
2015-07-24,169.0
2015-07-25,154.0
2015-07-26,144.0
2015-07-27,149.0
2015-07-28,136.0
2015-07-29,152.0
2015-07-30,134.0
2015-07-31,151.0
2015-08-01,155.0
2015-08-02,151.0
2015-08-03,157.0
2015-08-04,136.0
2015-08-05,133.0
2015-08-06,143.0
2015-08-07,137.0
2015-08-08,161.0
2015-08-09,142.0
2015-08-10,167.0
2015-08-11,162.0
2015-08-12,126.0
2015-08-13,147.0
2015-08-14,142.0
2015-08-15,137.0
2015-08-16,138.0
2015-08-17,147.0
2015-08-18,141.0
2015-08-19,156.0
2015-08-20,150.0
2015-08-21,165.0
2015-08-22,158.0
2015-08-23,134.0
2015-08-24,155.0
2015-08-25,135.0
2015-08-26,161.0
2015-08-27,137.0
2015-08-28,155.0
2015-08-29,160.0
2015-08-30,150.0
2015-08-31,157.0
2015-09-01,154.0
2015-09-02,160.0
2015-09-03,146.0
2015-09-04,156.0
2015-09-05,147.0
2015-09-06,144.0
2015-09-07,152.0
2015-09-08,136.0
2015-09-09,149.0
2015-09-10,171.0
2015-09-11,158.0
2015-09-12,135.0
2015-09-13,151.0
2015-09-14,152.0
2015-09-15,160.0
2015-09-16,142.0
2015-09-17,144.0
2015-09-18,147.0
2015-09-19,125.0
2015-09-20,128.0
2015-09-21,132.0
2015-09-22,157.0
2015-09-23,158.0
2015-09-24,140.0
2015-09-25,164.0
2015-09-26,147.0
2015-09-27,149.0
2015-09-28,143.0
2015-09-29,174.0
2015-09-30,148.0
2015-10-01,149.0
2015-10-02,138.0
2015-10-03,145.0
2015-10-04,153.0
2015-10-05,153.0
2015-10-06,142.0
2015-10-07,133.0
2015-10-08,140.0
2015-10-09,126.0
2015-10-10,160.0
2015-10-11,146.0
2015-10-12,142.0
2015-10-13,137.0
2015-10-14,152.0
2015-10-15,166.0
2015-10-16,144.0
2015-10-17,136.0
2015-10-18,145.0
2015-10-19,165.0
2015-10-20,128.0
2015-10-21,144.0
2015-10-22,148.0
2015-10-23,149.0
2015-10-24,145.0
2015-10-25,155.0
2015-10-26,164.0
2015-10-27,147.0
2015-10-28,139.0
2015-10-29,151.0
2015-10-30,171.0
2015-10-31,147.0
2015-11-01,153.0
2015-11-02,153.0
2015-11-03,155.0
2015-11-04,155.0
2015-11-05,146.0
2015-11-06,145.0
2015-11-07,152.0
2015-11-08,139.0
2015-11-09,149.0
2015-11-10,146.0
2015-11-11,168.0
2015-11-12,161.0
2015-11-13,160.0
2015-11-14,142.0
2015-11-15,160.0
2015-11-16,173.0
2015-11-17,149.0
2015-11-18,153.0
2015-11-19,136.0
2015-11-20,167.0
2015-11-21,174.0
2015-11-22,172.0
2015-11-23,163.0
2015-11-24,156.0
2015-11-25,148.0
2015-11-26,176.0
2015-11-27,133.0
2015-11-28,154.0
2015-11-29,149.0
2015-11-30,162.0
2015-12-01,167.0
2015-12-02,161.0
2015-12-03,142.0
2015-12-04,153.0
2015-12-05,175.0
2015-12-06,159.0
2015-12-07,147.0
2015-12-08,175.0
2015-12-09,168.0
2015-12-10,216.0
2015-12-11,160.0
2015-12-12,162.0
2015-12-13,142.0
2015-12-14,195.0
2015-12-15,183.0
2015-12-16,163.0
2015-12-17,155.0
2015-12-18,169.0
2015-12-19,157.0
2015-12-20,165.0
2015-12-21,149.0
2015-12-22,150.0
2015-12-23,157.0
2015-12-24,138.0
